CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
11258417,08/12/2019 12:22:00 AM,08/13/2019 06:00:49 AM,08/13/2019 06:00:49 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1324 WALLER ST, SAN FRANCISCO, CA, 94117 (Virtual)",WALLER ST,5,Haight Ashbury,PARK,37.769346742542,-122.445585661515,"(37.76934674, -122.44558566)",Mobile/Open311,
11258388,08/11/2019 11:23:00 PM,08/12/2019 06:00:46 AM,08/12/2019 06:00:46 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"3822 BALBOA ST, SAN FRANCISCO, CA, 94121",BALBOA ST,1,Outer Richmond,RICHMOND,37.775698,-122.499921,"(37.775698, -122.499921)",Mobile/Open311,
11258374,08/11/2019 11:09:00 PM,08/12/2019 06:00:46 AM,08/12/2019 06:00:46 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,Intersection of BEALE ST and END (500 BLOCK OF),BEALE ST,6,South Beach,SOUTHERN,37.785406536575,-122.388627063994,"(37.78540654, -122.38862706)",Mobile/Open311,
11258250,08/11/2019 09:44:00 PM,08/12/2019 06:00:46 AM,08/12/2019 06:00:46 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"509 DUBOCE AVE, SAN FRANCISCO, CA, 94117",DUBOCE AVE,8,Duboce Triangle,PARK,37.769440211399,-122.431895788522,"(37.76944021, -122.43189579)",Mobile/Open311,
11258233,08/11/2019 09:31:28 PM,08/11/2019 09:33:00 PM,08/11/2019 09:33:00 PM,Closed,"Case is Invalid - Unfortunately, 311 cannot take noise reports of individuals yelling in the street.  Please call the non-emergency police at (415) 553-0123 and let them know the person is still disturbing the peace",311 Supervisor Queue,Noise Report,Noise Issue,Other,"1401 WALLER ST, SAN FRANCISCO, CA, 94117",WALLER ST,5,Haight Ashbury,PARK,37.769037906021,-122.446918927076,"(37.76903791, -122.44691893)",Mobile/Open311,
11258057,08/11/2019 08:05:06 PM,08/11/2019 08:09:00 PM,08/11/2019 08:09:00 PM,Closed,Case Resolved - Multiagency - This is a SFPD issue. Reported to SFPD Dispatch. They will attempt to notify customer for further info. (exact location and description of individual),311 Supervisor Queue,Noise Report,Noise Issue,Other,"2095 LOMBARD ST, SAN FRANCISCO, CA, 94123",LOMBARD ST,2,Union Street,NORTHERN,37.799593,-122.435868,"(37.799593, -122.435868)",Mobile/Open311,
11257224,08/11/2019 03:25:43 PM,08/11/2019 03:31:00 PM,08/11/2019 03:31:00 PM,Closed,Case is a Duplicate,311 Supervisor Queue,Noise Report,Noise Issue,Other,"64 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,6,South of Market,SOUTHERN,37.773821765529,-122.410590047365,"(37.77382177, -122.41059005)",Mobile/Open311,
11257214,08/11/2019 03:23:01 PM,08/11/2019 03:31:00 PM,08/11/2019 03:31:00 PM,Closed,Case is a Duplicate,311 Supervisor Queue,Noise Report,Noise Issue,Other,"64 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,6,South of Market,SOUTHERN,37.773815790996,-122.410588141094,"(37.77381579, -122.41058814)",Mobile/Open311,
11257208,08/11/2019 03:21:34 PM,08/11/2019 03:38:00 PM,08/11/2019 03:38:00 PM,Closed,"Case is Invalid - Unfortunately, 311 cannot take noise complaints for barking dogs.  Please contact the non-emergency line of SFPD at (415) 553-0123 or Animal Care and Control at (415) 554-6364",311 Supervisor Queue,Noise Report,Noise Issue,Other,"64 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,6,South of Market,SOUTHERN,37.773815205523,-122.410598064512,"(37.77381521, -122.41059806)",Mobile/Open311,
11256913,08/11/2019 01:45:21 PM,08/12/2019 06:00:45 AM,08/12/2019 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"65 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,6,South of Market,SOUTHERN,37.773773193359,-122.410369873047,"(37.77377319, -122.41036987)",Web,
11256106,08/11/2019 10:39:08 AM,08/12/2019 06:00:45 AM,08/12/2019 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1831 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5,Panhandle,PARK,37.773731231689,-122.446716308594,"(37.77373123, -122.44671631)",Web,
11255444,08/11/2019 06:48:57 AM,08/12/2019 06:00:45 AM,08/12/2019 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"990 GEARY ST, SAN FRANCISCO, CA, 94109",GEARY ST,6,Lower Nob Hill,NORTHERN,37.786037445068,-122.419464111328,"(37.78603745, -122.41946411)",Web,
11255399,08/11/2019 06:09:00 AM,08/12/2019 06:00:45 AM,08/12/2019 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"118 BEULAH ST, SAN FRANCISCO, CA, 94117",BEULAH ST,5,Cole Valley,PARK,37.767586375274,-122.451755900065,"(37.76758638, -122.4517559)",Mobile/Open311,
11255389,08/11/2019 05:31:00 AM,08/12/2019 06:00:45 AM,08/12/2019 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1708 YOSEMITE AVE, SAN FRANCISCO, CA, 94124",YOSEMITE AVE,10,Bayview,BAYVIEW,37.728255805595,-122.3936400098,"(37.72825581, -122.39364001)",Mobile/Open311,
11255351,08/11/2019 03:18:00 AM,08/12/2019 06:00:44 AM,08/12/2019 06:00:44 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"185 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,8,Duboce Triangle,PARK,37.766108760353,-122.43324847015,"(37.76610876, -122.43324847)",Mobile/Open311,
11255289,08/11/2019 01:19:57 AM,08/11/2019 01:27:00 AM,08/11/2019 01:27:00 AM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"3931 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,8,Dolores Heights,MISSION,37.76095,-122.431322,"(37.76095, -122.431322)",Mobile/Open311,
11255240,08/11/2019 12:20:36 AM,08/11/2019 12:58:00 AM,08/11/2019 12:58:00 AM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"600 28TH AVE, SAN FRANCISCO, CA, 94121",28TH AVE,1,Outer Richmond,RICHMOND,37.77791183564,-122.487634955248,"(37.77791184, -122.48763496)",Mobile/Open311,
11255017,08/10/2019 09:36:00 PM,08/11/2019 10:06:00 AM,08/11/2019 10:06:00 AM,Closed,Not Scheduled,Animal Care and Control - G,Noise Report,Noise Issue,Other,"609 COLE ST, SAN FRANCISCO, CA, 94117",COLE ST,5,Haight Ashbury,PARK,37.769347150144,-122.450734784068,"(37.76934715, -122.45073478)",Mobile/Open311,
11254578,08/10/2019 06:36:04 PM,08/10/2019 06:52:00 PM,08/10/2019 06:52:00 PM,Closed,"Comment Noted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or 911 for any life threatening concerns or criminal activity",311 Supervisor Queue,Noise Report,Noise Issue,Other,"573 OFARRELL ST, SAN FRANCISCO, CA, 94102",OFARRELL ST,6,Tenderloin,TENDERLOIN,37.785612841813,-122.414113182253,"(37.78561284, -122.41411318)",Mobile/Open311,
11254180,08/10/2019 04:41:41 PM,08/10/2019 04:47:00 PM,08/10/2019 04:47:00 PM,Closed,Case is Invalid - please call sfpd @ 415-553-0123 or the HOT team 415-355-7401 / 415-355-7445,311 Supervisor Queue,Noise Report,Noise Issue,Other,"3152 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Bernal Heights,INGLESIDE,37.746839365026,-122.419198863322,"(37.74683937, -122.41919886)",Mobile/Open311,
11254030,08/10/2019 04:02:46 PM,08/10/2019 04:10:00 PM,08/10/2019 04:10:00 PM,Closed,Case is Invalid - please call sfpd @ 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"South Beach Park, SAN FRANCISCO, CA, 94107",THE EMBARCADERO,6,South Beach,SOUTHERN,37.780645061837,-122.388201798588,"(37.78064506, -122.3882018)",Mobile/Open311,
11251646,08/10/2019 02:13:24 AM,08/10/2019 02:26:00 AM,08/10/2019 02:26:00 AM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"1151 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,6,South of Market,SOUTHERN,37.775784020529,-122.408921559248,"(37.77578402, -122.40892156)",Mobile/Open311,
11251645,08/10/2019 02:12:00 AM,08/11/2019 06:00:42 AM,08/11/2019 06:00:42 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"552 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,6,Tenderloin,TENDERLOIN,37.7865155,-122.4129672,"(37.7865155, -122.4129672)",Web,
11251620,08/10/2019 01:04:04 AM,08/10/2019 01:16:00 AM,08/10/2019 01:16:00 AM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"475 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,5,Civic Center,NORTHERN,37.7797,-122.42,"(37.7797, -122.42)",Mobile/Open311,
11251588,08/10/2019 12:14:00 AM,08/11/2019 06:00:42 AM,08/11/2019 06:00:42 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of DE HARO ST and MARIPOSA ST,DE HARO ST,10,Potrero Hill,BAYVIEW,37.763561248779,-122.401481628418,"(37.76356125, -122.40148163)",Phone,
11251565,08/09/2019 11:32:24 PM,08/10/2019 12:29:00 AM,08/10/2019 12:29:00 AM,Closed,Comment Noted - Please contact police non-emergency at 415-553-0123 to report concern of individual(s) or illegal activity or call 3-1-1 for assistance.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2784 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94118",GOLDEN GATE AVE,1,Lone Mountain,RICHMOND,37.776930995519,-122.456531711669,"(37.776931, -122.45653171)",Mobile/Open311,
11251557,08/09/2019 11:27:06 PM,08/09/2019 11:35:00 PM,08/09/2019 11:35:00 PM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"2710 PINE ST, SAN FRANCISCO, CA, 94115",PINE ST,2,Lower Pacific Heights,RICHMOND,37.787190672804,-122.440847076988,"(37.78719067, -122.44084708)",Mobile/Open311,
11251494,08/09/2019 10:46:08 PM,08/09/2019 10:55:00 PM,08/09/2019 10:55:00 PM,Closed,Comment Noted - Please contact police non-emergency at 415-553-0123 to report concern of individual(s) or illegal activity or call 3-1-1 for assistance.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"2784 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94118",GOLDEN GATE AVE,1,Lone Mountain,RICHMOND,37.776880213783,-122.456534215447,"(37.77688021, -122.45653422)",Mobile/Open311,
11251393,08/09/2019 09:47:19 PM,08/09/2019 10:18:00 PM,08/09/2019 10:18:00 PM,Closed,Comment Noted - Please call the Outside Lands Community Hotline at 415-965-8001 (10 am - 11 pm).,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1600 SANTIAGO ST, SAN FRANCISCO, CA, 94116",SANTIAGO ST,4,Parkside,TARAVAL,37.744608,-122.484524,"(37.744608, -122.484524)",Mobile/Open311,
11251392,08/09/2019 09:46:36 PM,08/09/2019 10:21:00 PM,08/09/2019 10:21:00 PM,Closed,"Comment Noted - To report unreasonable noise problems IN PROGRESS, call Police Non-Emergency at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"1062 JACKSON ST, SAN FRANCISCO, CA, 94133",JACKSON ST,3,Nob Hill,CENTRAL,37.795328818164,-122.412548212875,"(37.79532882, -122.41254821)",Mobile/Open311,
11251319,08/09/2019 09:13:02 PM,08/10/2019 06:00:30 AM,08/10/2019 06:00:30 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2165 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",CALIFORNIA ST,5,Pacific Heights,NORTHERN,37.789249420166,-122.429977416992,"(37.78924942, -122.42997742)",Web,
11250658,08/09/2019 06:08:18 PM,08/09/2019 06:14:00 PM,08/09/2019 06:14:00 PM,Closed,"Comment Noted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or 911 for any life threatening concerns or criminal activity",311 Supervisor Queue,Noise Report,Noise Issue,Other,"151 LEE AVE, SAN FRANCISCO, CA, 94112",LEE AVE,11,Ingleside,TARAVAL,37.720972227468,-122.4541126367,"(37.72097223, -122.45411264)",Mobile/Open311,
11250498,08/09/2019 05:29:30 PM,08/09/2019 05:31:00 PM,08/09/2019 05:31:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,Intersection of 2ND ST and BERRY ST,2ND ST,6,South Beach,SOUTHERN,37.778262869191,-122.389220369256,"(37.77826287, -122.38922037)",Mobile/Open311,
11250245,08/09/2019 04:31:13 PM,08/09/2019 04:56:00 PM,08/09/2019 04:56:00 PM,Closed,Case Transferred,311 Supervisor Queue,Noise Report,Noise Issue,Other,"847 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,6,South of Market,SOUTHERN,37.782337314841,-122.403670402404,"(37.78233731, -122.4036704)",Mobile/Open311,
11249730,08/09/2019 03:03:07 PM,08/10/2019 06:00:30 AM,08/10/2019 06:00:30 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2863 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",CALIFORNIA ST,2,Lower Pacific Heights,RICHMOND,37.787776947021,-122.441535949707,"(37.78777695, -122.44153595)",Web,
11246508,08/08/2019 10:59:00 PM,08/09/2019 11:37:32 AM,08/09/2019 11:37:32 AM,Closed,"Encampment Removed
Cleared",Duplicate Case Hold Queue,Noise Report,Noise Issue,Other,Intersection of DOLORES ST and 14TH ST,DOLORES ST,8,Mission Dolores,MISSION,37.767833333333,-122.426736666667,"(37.76783333, -122.42673667)",Mobile/Open311,
11246450,08/08/2019 10:12:10 PM,08/08/2019 10:13:00 PM,08/08/2019 10:13:00 PM,Closed,"Comment Noted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or 911 for any life threatening concerns or criminal activity. 311 does not dispatch SFPD",311 Supervisor Queue,Noise Report,Noise Issue,Other,"628 46TH AVE, SAN FRANCISCO, CA, 94121",46TH AVE,1,Sutro Heights,RICHMOND,37.776529,-122.506724,"(37.776529, -122.506724)",Mobile/Open311,
11246439,08/08/2019 10:02:59 PM,08/08/2019 10:06:00 PM,08/08/2019 10:06:00 PM,Closed,"Comment Noted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or 911 for any life threatening concerns or criminal activity",311 Supervisor Queue,Noise Report,Noise Issue,Other,"1160 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,3,Lower Nob Hill,CENTRAL,37.789224985912,-122.416467958437,"(37.78922499, -122.41646796)",Mobile/Open311,
11246401,08/08/2019 09:39:09 PM,08/08/2019 10:02:00 PM,08/08/2019 10:02:00 PM,Closed,"Comment Noted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or 911 for any life threatening concerns or criminal activity",311 Supervisor Queue,Noise Report,Noise Issue,Other,"628 46TH AVE, SAN FRANCISCO, CA, 94121",46TH AVE,1,Sutro Heights,RICHMOND,37.776529,-122.506724,"(37.776529, -122.506724)",Mobile/Open311,
11246032,08/08/2019 07:18:21 PM,08/08/2019 07:50:00 PM,08/08/2019 07:50:00 PM,Closed,"Case is Invalid - Unfortunately, 311 is unable to take noise reports for individuals yelling in the street.  Please contact the non-emergency line of SFPD at (415) 553-0123",311 Supervisor Queue,Noise Report,Noise Issue,Other,Intersection of DONAHUE ST and KIRKWOOD AVE,DONAHUE ST,10,Hunters Point,BAYVIEW,37.727720597929,-122.371085034679,"(37.7277206, -122.37108503)",Mobile/Open311,
11245866,08/08/2019 06:34:07 PM,08/09/2019 06:00:25 AM,08/09/2019 06:00:25 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"203 ELLSWORTH ST, SAN FRANCISCO, CA, 94110",ELLSWORTH ST,9,Bernal Heights,INGLESIDE,37.740196228027,-122.414451599121,"(37.74019623, -122.4144516)",Web,
11245564,08/08/2019 05:19:28 PM,08/08/2019 05:27:00 PM,08/08/2019 05:27:00 PM,Closed,"Case is Invalid - Unfortunately, 311 cannot take noise reports for individuals yelling in the street.  Please contact the non-emergency line of SFPD at (415) 553-0123",311 Supervisor Queue,Noise Report,Noise Issue,Other,"359 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,6,Tenderloin,TENDERLOIN,37.784201,-122.416198,"(37.784201, -122.416198)",Mobile/Open311,
11244425,08/08/2019 01:52:18 PM,08/09/2019 06:00:25 AM,08/09/2019 06:00:25 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"16 DELMAR ST, SAN FRANCISCO, CA, 94117",DELMAR ST,5,Haight Ashbury,PARK,37.76880645752,-122.445739746094,"(37.76880646, -122.44573975)",Web,
11243096,08/08/2019 10:21:11 AM,08/09/2019 06:00:25 AM,08/09/2019 06:00:25 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2724 OCTAVIA ST, SAN FRANCISCO, CA, 94123",OCTAVIA ST,2,Union Street,NORTHERN,37.797325134277,-122.428634643555,"(37.79732513, -122.42863464)",Web,
11242978,08/08/2019 10:02:00 AM,,08/08/2019 10:23:14 AM,Open,open,Police Department Administration - G,Noise Report,Noise Issue,Other,"385 FREMONT ST, SAN FRANCISCO, CA, 94105",FREMONT ST,6,Rincon Hill,SOUTHERN,37.787196666667,-122.39183,"(37.78719667, -122.39183)",Mobile/Open311,
11241750,08/08/2019 01:36:00 AM,08/09/2019 06:00:24 AM,08/09/2019 06:00:24 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"560 STEVENSON ST, SAN FRANCISCO, CA, 94103",STEVENSON ST,6,South of Market,TENDERLOIN,37.780868329327,-122.410859201509,"(37.78086833, -122.4108592)",Mobile/Open311,
11241725,08/08/2019 12:06:00 AM,08/09/2019 06:00:24 AM,08/09/2019 06:00:24 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1717 FULTON ST, SAN FRANCISCO, CA, 94117",FULTON ST,5,Panhandle,PARK,37.775872141964,-122.445068358855,"(37.77587214, -122.44506836)",Mobile/Open311,
11241687,08/07/2019 11:16:00 PM,08/08/2019 06:00:15 AM,08/08/2019 06:00:15 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"330 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",CLEMENTINA ST,6,South of Market,SOUTHERN,37.7821711,-122.4023907,"(37.7821711, -122.4023907)",Web,
11241609,08/07/2019 10:21:00 PM,08/08/2019 06:00:15 AM,08/08/2019 06:00:15 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"2522 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.756946,-122.414633,"(37.756946, -122.414633)",Mobile/Open311,
